Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
59,"K. M. Gruenthal, L. K. Acheson, R. S. Burton",Genetic structure of natural populations of California red abalone (Haliotis rufescens) using multiple genetic markers,2007,Marine Biology,Springer Science and Business Media LLC,https://doi.org/10.1007/s00227-007-0771-4,,54,8/11/2025 21:21,journal-article,10.1007/s00227-007-0771-4,0025-3162,,152,6,1237,1248,59,3.28,20,3,18,,http://link.springer.com/content/pdf/10.1007/s00227-007-0771-4.pdf,
3,"Sara E. Boles, Isabelle P. Neylan, Laura Rogers-Bennett, Jackson A. Gross",Evaluation of Gonad Reproductive Condition Using Non-invasive Ultrasonography in Red Abalone (Haliotis rufescens),2022,Frontiers in Marine Science,Frontiers Media SA,https://doi.org/10.3389/fmars.2022.784481,,55,8/11/2025 21:21,journal-article,10.3389/fmars.2022.784481,2296-7745,,9,,,,3,1,1,4,3,The reproductive status in abalone (,https://www.frontiersin.org/articles/10.3389/fmars.2022.784481/full,
12,"Crisleri Carrera-Naipil, Valentina Valenzuela-Muñoz, Juan Antonio Valdés, Alfredo Molina, Cristian Gallardo-Escárate",RNA interference in Haliotis rufescens myostatin evidences upregulation of insulin signaling pathway,2016,Agri Gene,Elsevier BV,https://doi.org/10.1016/j.aggene.2016.07.004,,56,8/11/2025 21:21,journal-article,10.1016/j.aggene.2016.07.004,2352-2151,,1,,93,99,12,1.33,2,5,9,,https://api.elsevier.com/content/article/PII:S2352215116300149,
0,"Miguel A. Tripp-Valdez, Clara E. Galindo-Sánchez, Claudia Ventura-López, Francesco Cicala, Vincent Montes-Orozco, Fabiola Lafarga-De la Cruz",Diet-driven transcriptional changes in weaning red abalone (Haliotis rufescens) and its hybrid (H. rufescens [♀] x H. fulgens [♂]),2025,Comparative Biochemistry and Physiology Part D: Genomics and Proteomics,Elsevier BV,https://doi.org/10.1016/j.cbd.2025.101484,,57,8/11/2025 21:21,journal-article,10.1016/j.cbd.2025.101484,1744-117X,,55,,101484,101484,0,0,0,6,1,,https://api.elsevier.com/content/article/PII:S1744117X25000723,
25,"Diego Valenzuela-Miranda, Miguel A. Del Río-Portilla, Cristian Gallardo-Escárate",Characterization of the growth-related transcriptome in California red abalone (Haliotis rufescens) through RNA-Seq analysis,2015,Marine Genomics,Elsevier BV,https://doi.org/10.1016/j.margen.2015.05.009,,58,8/11/2025 21:21,journal-article,10.1016/j.margen.2015.05.009,1874-7787,,24,,199,202,25,2.5,8,3,10,,https://api.elsevier.com/content/article/PII:S1874778715000860,
1,"Camila Sáez-Saavedra, Pedro E. Saucedo, Héctor Acosta-Salmon, Arnaud Tanguy, Rubén Araya",Progress towards development of a unique pearl culture technology for red abalone (Haliotis rufescens) in Chile,2024,Aquaculture Reports,Elsevier BV,https://doi.org/10.1016/j.aqrep.2024.101917,,59,8/11/2025 21:21,journal-article,10.1016/j.aqrep.2024.101917,2352-5134,,34,,101917,101917,1,1,0,5,1,,https://api.elsevier.com/content/article/PII:S235251342400005X,
2,"Alfonso Mardones, Rodrigo Cordero, Alberto Augsburger, Patricio De los Rios Escalante",Desarrollo del ensilado del alga Gracilaria chilensis para la alimentacion del abalon rojo Haliotis rufescens,2015,Latin American Journal of Aquatic Research,Pontificia Universidad Catolica de Valparaiso,https://doi.org/10.3856/vol43-issue2-fulltext-4,,60,8/11/2025 21:21,journal-article,10.3856/vol43-issue2-fulltext-4,0718-560X,,,,295,303,2,0.2,1,4,10,,http://www.lajar.cl/index.php/rlajar/article/download/vol43-issue2-fulltext-4/750,
45,"Jiddu Bezares, Robert J. Asaro, Marilyn Hawley",Macromolecular structure of the organic framework of nacre in Haliotis rufescens: Implications for mechanical response,2010,Journal of Structural Biology,Elsevier BV,https://doi.org/10.1016/j.jsb.2010.01.006,,61,8/11/2025 21:21,journal-article,10.1016/j.jsb.2010.01.006,1047-8477,,170,3,484,500,45,3,15,3,15,,https://api.elsevier.com/content/article/PII:S1047847710000183,
35,"Juan Macchiavello, Cristian Bulboa",Nutrient uptake efficiency of Gracilaria chilensis and Ulva lactuca in an IMTA system with the red abalone Haliotis rufescens,2014,Latin American Journal of Aquatic Research,Pontificia Universidad Catolica de Valparaiso,https://doi.org/10.3856/vol42-issue3-fulltext-12,,62,8/11/2025 21:21,journal-article,10.3856/vol42-issue3-fulltext-12,0718-560X,,42,3,523,533,35,3.18,18,2,11,,http://www.lajar.cl/index.php/rlajar/article/download/vol42-issue3-fulltext-12/463,
17,"Katherina B. Brokordt, Roxana C. González, William J. Farías, Federico M. Winkler",Potential Response to Selection of HSP70 as a Component of Innate Immunity in the Abalone Haliotis rufescens,2015,PLOS ONE,Public Library of Science (PLoS),https://doi.org/10.1371/journal.pone.0141959,,63,8/11/2025 21:21,journal-article,10.1371/journal.pone.0141959,1932-6203,,10,11,,,17,1.7,4,4,10,,http://dx.plos.org/10.1371/journal.pone.0141959,
0,"Alan Campbell, Ruth E. Withler, K. Janine Supernault","Occurrence of the Red Abalone<i>Haliotis rufescens</i>in British Columbia, Canada",2010,American Malacological Bulletin,American Malacological Society,https://doi.org/10.4003/006.028.0213,,64,8/11/2025 21:21,journal-article,10.4003/006.028.0213,0740-2783,,28,1,185,188,0,0,0,3,15,,,
14,"Valentina Valenzuela-Muñoz, José Miguel Araya-Garay, Cristian Gallardo-Escárate",SNP discovery and High Resolution Melting Analysis from massive transcriptome sequencing in the California red abalone Haliotis rufescens,2013,Marine Genomics,Elsevier BV,https://doi.org/10.1016/j.margen.2012.12.003,,65,8/11/2025 21:21,journal-article,10.1016/j.margen.2012.12.003,1874-7787,,10,,11,16,14,1.17,5,3,12,,https://api.elsevier.com/content/article/PII:S1874778713000020,
10,"RICARDO SEARCY-BERNAL, ERÉNDIRA GORROSTIETA-HURTADO","EFFECT OF DARKNESS AND WATER FLOW RATE ON SURVIVAL, GRAZING AND GROWTH RATES OF ABALONE HALIOTIS RUFESCENS POSTLARVAE",2007,Journal of Shellfish Research,National Shellfisheries Association,https://doi.org/10.2983/0730-8000(2007)26[789:eodawf]2.0.co;2,,66,8/11/2025 21:21,journal-article,10.2983/0730-8000(2007)26[789:eodawf]2.0.co;2,0730-8000,,26,3,789,794,10,0.56,5,2,18,,,
2,"M. Del Pilar Sánchez‐Saavedra, Estrella Núñez‐Zarco","Growth of Red Abalone, <i>Haliotis rufescens</i>, Fed Cold‐stored Benthic Diatoms",2015,Journal of the World Aquaculture Society,Wiley,https://doi.org/10.1111/jwas.12182,,67,8/11/2025 21:21,journal-article,10.1111/jwas.12182,0893-8849,,46,2,210,218,2,0.2,1,2,10,"Abstract: We measured the proximal composition of four benthic diatoms that were stored for 24 mo in the dark at low temperature (4 C by refrigeration) and examined their potential as feed for abalone,",https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fjwas.12182,
25,Anthony J. Boxshall,"The importance of flow and settlement cues to larvae of the abalone, Haliotis rufescens Swainson",2000,Journal of Experimental Marine Biology and Ecology,Elsevier BV,https://doi.org/10.1016/s0022-0981(00)00274-4,,68,8/11/2025 21:21,journal-article,10.1016/s0022-0981(00)00274-4,0022-0981,,254,2,143,167,25,1,25,1,25,,https://api.elsevier.com/content/article/PII:S0022098100002744,
34,"Gunther Rosen, Chris J. Langdon, Ford Evans",The nutritional value of Palmaria mollis cultured under different light intensities and water exchange rates for juvenile red abalone Haliotis rufescens,2000,Aquaculture,Elsevier BV,https://doi.org/10.1016/s0044-8486(99)00343-9,,69,8/11/2025 21:21,journal-article,10.1016/s0044-8486(99)00343-9,0044-8486,,185,1,121,136,34,1.36,11,3,25,,https://api.elsevier.com/content/article/PII:S0044848699003439,
49,"Karina Salinas-Clarot, Alejandro P. Gutiérrez, Gustavo Núñez-Acuña, Cristian Gallardo-Escárate",Molecular characterization and gene expression of ferritin in red abalone (Haliotis rufescens),2011,Fish &amp; Shellfish Immunology,Elsevier BV,https://doi.org/10.1016/j.fsi.2010.09.009,,70,8/11/2025 21:21,journal-article,10.1016/j.fsi.2010.09.009,1050-4648,,30,1,430,433,49,3.5,12,4,14,,https://api.elsevier.com/content/article/PII:S1050464810002962,
41,"Fernando Dı́az, Miguel A del Rı́o-Portı́lla, Elizabeth Sierra, Marisela Aguilar, A.Denisse Re-Araujo",Preferred temperature and critical thermal maxima of red abalone Haliotis rufescens,2000,Journal of Thermal Biology,Elsevier BV,https://doi.org/10.1016/s0306-4565(99)00032-7,,71,8/11/2025 21:21,journal-article,10.1016/s0306-4565(99)00032-7,0306-4565,,25,3,257,261,41,1.64,8,5,25,,https://api.elsevier.com/content/article/PII:S0306456599000327,
2,"N. A. Sloan, D. C. McDevit, G. W. Saunders","Further to the Occurrence of Red Abalone, &lt;em&gt;Haliotis rufescens&lt;/em&gt;, in British Columbia",2010,The Canadian Field-Naturalist,Ottawa Field-Naturalists' Club,https://doi.org/10.22621/cfn.v124i3.1079,,72,8/11/2025 21:21,journal-article,10.22621/cfn.v124i3.1079,0008-3550,,124,3,238,238,2,0.13,1,3,15,"We report on additional occurrences of Red Abalone (Haliotis rufescens Swainson, 1822) that bring the total to seven from British Columbia coastal waters. Possible causes of the presence of Red Abalone include northward (winter) transport via kelp rafts from the Oregon-California area. We tested this hypothesis by performing DNA barcoding analyses on a fragment of kelp holdfast on the surface of one such shell establishing its identity as Nereocystis luetkeana (Mertens) Postels & Ruprecht - a giant kelp with a hollow stipe terminating in a bulbous pneumatocyst (gas-filled float). The occurrence of Red Abalone due to natural processes, besides being important biogeographically, has had important implications for indigenous peoples' pre- and post-contact trade and material culture.",http://www.canadianfieldnaturalist.ca/index.php/cfn/article/viewFile/1079/1083,
0,"Terry L. Jones, Rachel Burgess, Bridget Parry, Morgan Moulis, Brian F. Codding",Red Abalone ( <i>Haliotis rufescens</i> ) “Middens” (Features) on the Central California Coast,2024,California Archaeology,Informa UK Limited,https://doi.org/10.1080/1947461x.2024.2402133,,73,8/11/2025 21:21,journal-article,10.1080/1947461x.2024.2402133,1947-461X,,16,2,197,227,0,0,0,5,1,,https://www.tandfonline.com/doi/pdf/10.1080/1947461X.2024.2402133,
0,"V. Valenzuela-Muñoz, C. Gallardo-Escárate",Molecular characterization of IRAK-4 and Interleukin-17 genes in the California red abalone (Haliotis rufescens) exposed to Vibrio anguillarum,2013,Fish &amp; Shellfish Immunology,Elsevier BV,https://doi.org/10.1016/j.fsi.2013.03.329,,74,8/11/2025 21:21,journal-article,10.1016/j.fsi.2013.03.329,1050-4648,,34,6,1743,1743,0,0,0,2,12,,https://api.elsevier.com/content/article/PII:S1050464813004294,
5,"Casandra Anguiano-Beltrán, Ricardo Searcy-Bernal",Survival and Growth of Red Abalone (<i>Haliotis rufescens</i>) Postlarvae Under Different Static and Flow Conditions,2013,Journal of Shellfish Research,National Shellfisheries Association,https://doi.org/10.2983/035.032.0106,,75,8/11/2025 21:21,journal-article,10.2983/035.032.0106,0730-8000,,32,1,29,32,5,0.42,3,2,12,,,
3,"Natalie R. Rizzo, Samantha B. Beckert, Sara E. Boles, Jackson A. Gross",Temperature-induced variations in dulse (Devaleraea mollis) nutrition provide indirect benefits on juvenile red abalone (Haliotis rufescens) Growth,2024,Frontiers in Marine Science,Frontiers Media SA,https://doi.org/10.3389/fmars.2024.1336793,,76,8/11/2025 21:21,journal-article,10.3389/fmars.2024.1336793,2296-7745,,11,,,,3,3,1,4,1,"Changes in climate conditions can have cascading repercussions for organismal performance and survival, altering the productivity of aquatic systems. While numerous studies have examined the direct effects of temperature on species fitness, fewer studies have analyzed how individual impacts may translate to downstream primary consumers. Temperature-induced changes in the nutritional quality of seaweed may cause critical shifts in energy and nutrient availability for these consumers. A multifaceted experiment was conducted to assess the indirect impacts of California’s coastal climate conditions on abalone growth. This experiment fed juvenile red abalone (",https://www.frontiersin.org/articles/10.3389/fmars.2024.1336793/full,
3,"CASANDRA ANGUIANO-BELTRÁN, RICARDO SEARCY-BERNAL",EFFECTS OF ANTIBIOTICS ON THE CONCENTRATION OF BACTERIA IN BIOFILMS AND ON THE GROWTH OF HALIOTIS RUFESCENS POSTLARVAE,2007,Journal of Shellfish Research,National Shellfisheries Association,https://doi.org/10.2983/0730-8000(2007)26[795:eoaotc]2.0.co;2,,77,8/11/2025 21:21,journal-article,10.2983/0730-8000(2007)26[795:eoaotc]2.0.co;2,0730-8000,,26,3,795,799,3,0.17,2,2,18,,,
4,"LUIS PEREIRA, JOSÉ LAGOS, FERNANDO ARAYA",EVALUATION OF THREE METHODS FOR TRANSPORTING LARVAE OF THE RED ABALONE HALIOTIS RUFESCENS SWAINSON FOR USE IN REMOTE SETTLEMENT,2007,Journal of Shellfish Research,National Shellfisheries Association,https://doi.org/10.2983/0730-8000(2007)26[777:eotmft]2.0.co;2,,78,8/11/2025 21:21,journal-article,10.2983/0730-8000(2007)26[777:eotmft]2.0.co;2,0730-8000,,26,3,777,781,4,0.22,1,3,18,,,
9,"David A. Siqueiros‐Beltrones, Domenico Voltolina",Grazing Selectivity of Red Abalone <i>Haliotis rufescens</i> Postlarvae on Benthic Diatom Films under Culture Conditions,2000,Journal of the World Aquaculture Society,Wiley,https://doi.org/10.1111/j.1749-7345.2000.tb00359.x,,79,8/11/2025 21:21,journal-article,10.1111/j.1749-7345.2000.tb00359.x,0893-8849,,31,2,239,246,9,0.36,5,2,25,Abstract: The gut contents of,https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fj.1749-7345.2000.tb00359.x,
1,"John J. Geibel, John D. Demartini, Peter L. Haaker, Konstantin Karpov","Growth of Red Abalone,<i>Haliotis rufescens</i>(Swainson), Along the North Coast of California",2010,Journal of Shellfish Research,National Shellfisheries Association,https://doi.org/10.2983/035.029.0221,,80,8/11/2025 21:21,journal-article,10.2983/035.029.0221,0730-8000,,29,2,441,448,1,0.07,0,4,15,,,
23,"Valentina Valenzuela-Muñoz, Cristian Gallardo-Escárate","Molecular cloning and expression of IRAK-4, IL-17 and I-κB genes in Haliotis rufescens challenged with Vibrio anguillarum",2014,Fish &amp; Shellfish Immunology,Elsevier BV,https://doi.org/10.1016/j.fsi.2013.12.015,,81,8/11/2025 21:21,journal-article,10.1016/j.fsi.2013.12.015,1050-4648,,36,2,503,509,23,2.09,12,2,11,,https://api.elsevier.com/content/article/PII:S1050464813008851,
4,"Eduardo P. Pérez, Andrea Araya, Marcelo Araneda, Claudio Zúñiga",Bioeconomic effect from the size selection in red abalone intensive culture Haliotis rufescens as a production strategy,2011,Aquaculture International,Springer Science and Business Media LLC,https://doi.org/10.1007/s10499-011-9461-9,,82,8/11/2025 21:21,journal-article,10.1007/s10499-011-9461-9,0967-6120,,20,2,333,345,4,0.29,1,4,14,,http://link.springer.com/content/pdf/10.1007/s10499-011-9461-9.pdf,
54,"Jiddu Bezares, Robert J. Asaro, Marilyn Hawley",Macromolecular structure of the organic framework of nacre in Haliotis rufescens: Implications for growth and mechanical behavior,2008,Journal of Structural Biology,Elsevier BV,https://doi.org/10.1016/j.jsb.2008.04.009,,83,8/11/2025 21:21,journal-article,10.1016/j.jsb.2008.04.009,1047-8477,,163,1,61,75,54,3.18,18,3,17,,https://api.elsevier.com/content/article/PII:S1047847708001056,
33,"Jacqueline Chávez-Mardones, Cristian Gallardo-Escárate",Immune response of apoptosis-related cysteine peptidases from the red abalone Haliotis rufescens (HrCas8 and HrCas3): Molecular characterization and transcription expression,2014,Fish &amp; Shellfish Immunology,Elsevier BV,https://doi.org/10.1016/j.fsi.2014.04.027,,84,8/11/2025 21:21,journal-article,10.1016/j.fsi.2014.04.027,1050-4648,,39,1,90,98,33,3,17,2,11,,https://api.elsevier.com/content/article/PII:S1050464814001430,
1,"Zoe M. Levit, Terry L. Jones, Brian F. Codding",Picking up the pieces: Assessing alternative methods for reconstructing whole red abalone (Haliotis rufescens) shell size from fragments,2023,Journal of Archaeological Science: Reports,Elsevier BV,https://doi.org/10.1016/j.jasrep.2023.104213,,85,8/11/2025 21:21,journal-article,10.1016/j.jasrep.2023.104213,2352-409X,,52,,104213,104213,1,0.5,0,3,2,,https://api.elsevier.com/content/article/PII:S2352409X23003887,
70,"MacKenzie L. Zippay, Gretchen E. Hofmann",Effect of pH on Gene Expression and Thermal Tolerance of Early Life History Stages of Red Abalone (<i>Haliotis rufescens</i>),2010,Journal of Shellfish Research,National Shellfisheries Association,https://doi.org/10.2983/035.029.0220,,86,8/11/2025 21:21,journal-article,10.2983/035.029.0220,0730-8000,,29,2,429,439,70,4.67,35,2,15,,,
0,"L. Joshua Hernández-Benítez, Miguel A. Ramírez-Rodríguez, Alejandra Hernández-Santoyo, Adela Rodríguez-Romero",A trimeric glycosylated GH45 cellulase from the red abalone (Haliotis rufescens) exhibits endo and exoactivity,2024,PLOS ONE,Public Library of Science (PLoS),https://doi.org/10.1371/journal.pone.0301604,,87,8/11/2025 21:21,journal-article,10.1371/journal.pone.0301604,1932-6203,,19,4,,,0,0,0,4,1,The red abalone (,https://dx.plos.org/10.1371/journal.pone.0301604,
14,"JERRY V. KASHIWADA, IAN K. TANIGUCHI",Application of Recent Red Abalone HALIOTIS RUFESCENS Surveys to Management Decisions Outlined in the California Abalone Recovery and Management Plan,2007,Journal of Shellfish Research,National Shellfisheries Association,https://doi.org/10.2983/0730-8000(2007)26[713:aorrah]2.0.co;2,,88,8/11/2025 21:21,journal-article,10.2983/0730-8000(2007)26[713:aorrah]2.0.co;2,0730-8000,,26,3,713,717,14,0.78,7,2,18,,,
